Ad ID ,Category ,Locations ,Posted ,Size(m2),Bedroom,Bathroom,Link,Title,Price,Post Description,Sub Location,Bedrooms,Bathrooms,Floor
8705644,Condo for Sale,Phnom Penh,19-Apr-23,31,,,https://www.khmer24.com/en/property/dabest-properties-studio-for-sale-in-phnom-penh-chroy-changva-at-sh-condo-adid-8705644.html,DABEST PROPERTIES: Studio for Sale in Phnom Penh-Chroy Changva-at SH CONDO,"$70,000","• DABEST Property ID: PPA353

• Selling Price: USD 70,000 Neg

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 


089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
  (phone, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

• www.dabest-properties.com



MORE DETAILS:

• Bedroom and Bathroom

• Unit on 21st floor 

• Fully furnished 

• Freehold title

• Unit size  31 sqm

• Swimming pool, gym

• Located in Chroy Changva

........................................

•​ លេខកូដ PPA353

តម្លៃ៖ USD​ 70,000 (ចរចា)

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  លេខទូរស័ព្ទ 


089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
  (phone, whatsapp, Line, telegram) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

ព័ត៌មានបន្ថែម៖

•​ បន្ទប់គេង និង​ បន្ទប់ទឹក

• ជាន់ទី 21

• ប្លង់កម្មសិទ្ធិ

• ​រួមទាំងសម្ភារ:

• ទំហំបន្ទប់ 31 ​ ម៉ែត្រការ៉េ

• អាងហែលទឹក,​កន្លែងហាត់ប្រាណ

• ទីតាំងស្ថិតនៅ សង្កាត់ជ្រោយចង្វា",,,,21.0
8705647,Condo for Sale,Phnom Penh,08-Jul-23,122,,,https://www.khmer24.com/en/property/dabest-properties-condo-2-bedroom-for-sale-in-phnom-penh-veal-vong-at-olympia-city-adid-8705647.html,DABEST PROPERTIES: Condo 2 Bedroom for Sale in Phnom Penh-Veal Vong at Olympia City,"$228,000","• Dabest Property ID: PPA354

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 


089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
  (phone, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:

• 2 Bedrooms 

• 2 Bathrooms

• Unit on 9th floor

• Freehold title

• Unit size  122.3 sqm

• Swimming pool, gym

• Located in Veal Vong 

........................................

•​ លេខកូដ PPA354



ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  លេខទូរស័ព្ទ 


089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
  (phone, whatsapp, Line, telegram) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

ព័ត៌មានបន្ថែម៖

•​ 2 បន្ទប់គេង និង​ 2 បន្ទប់ទឹក

• ជាន់ទី 9

• ប្លង់កម្មសិទ្ធិ

• ទំហំបន្ទប់ 122.3​ ម៉ែត្រការ៉េ

• អាងហែលទឹក,​កន្លែងហាត់ប្រាណ

• ទីតាំងស្ថិតនៅ សង្កាត់វាលវង់",Prampir Makara,2.0,2.0,9.0
8705852,Condo for Sale,Phnom Penh,16-May-23,106,,,https://www.khmer24.com/en/property/dabest-properties-condo-ready-to-move-in-with-amazing-city-view-skypool-adid-8705852.html,DABEST PROPERTIES: Condo Ready to move in with amazing city view skypool!,"$219,500","• DABEST Property ID: PPA146

• Selling Price​ : USD 292,380 now discounted to 219500 ONLY!

• visit dabest-properties.com

MORE DETAILS:

• 2 Bedrooms

• 2 Bathrooms

• Freehold title

• Size: 106.32sqm

• Located in Sangkat Chroy Changvar",Chroy Changvar,2.0,2.0,
8705861,Condo for Sale,Phnom Penh,15-May-23,117,,,https://www.khmer24.com/en/property/%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F%E1%9E%91%E1%9E%93%E1%9E%9B%E1%9E%94%E1%9E%9F%E1%9E%80new-condo-for-sale-in-phnom-penh-tonle-bassac-adid-8705861.html,ខុនដូលក់ក្នុងក្រុងភ្នំពេញ-សង្កាត់ទន្លេបាសាក់/New Condo for Sale in Phnom Penh-Tonle Bassac,"$418,000","តម្លៃ៖ USD​  USD 418,000 នឹងអាចជួលត្រឡប់វិញទទួលបានអត្រាការប្រាក់​ ៦%​ ក្នុងមួយឆ្នាំ រយះរពេល ៣ឆ្នាំ

លេខកូដ PPA133

បន្ទប់នៅចំកែងជាន់ទី២៥

ទំនាក់ទំនង: Ms.Silen Bora and Ms.Senghon Chhoum on 
089780xxx 
ចុចដើម្បីតេ/Click To Call
 CELLCARD  or 
098780xxx 
ចុចដើម្បីតេ/Click To Call
 SMART (phone, whatsapp, Line, telegram ឬអ៊ីម៉ែលទៅកាន់ : 
inf*@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email
) 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

ពត៌មានបន្ថែម៖

•​ ៣ បន្ទប់គេង 

•​ ២​ បន្ទប់ទឹក

• ប្លង់កម្មសិទ្ធិ

• អាងហែលទឹក,កន្លែងហាត់ប្រាណ

• ស្កាយបា

• ទំហំបន្ទប់ (១១៧,២០ ម៉ែត្រការ៉េ)

• ទីតាំងស្ថិតនៅ សង្កាត់ទន្លេបាសាក់

.......................................................................................................................................................

Price USD 418,000 with GRR 6% per year for 3 years

Corner unit on floor 25

DABEST Property ID: PPA133

• Contact Ms. Silen Bora and Ms. Senghon Chhoum  on (Phone,telegram, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:

• 3 Bedrooms with air-conditioner 

•​ 2 Bathrooms with hot shower 

• ​​ Freehold title

• Room size 117.20 sqm

• Swimming pool, gym,parking

• Roof top sky bar 

• Located in Tonle Bassac",,3.0,2.0,25.0
8705863,Condo for Sale,Phnom Penh,11-Apr-23,106,,,https://www.khmer24.com/en/property/dabest-condos-cambodia-%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F%E1%9F%A7%E1%9E%98%E1%9E%80%E1%9E%9A-condo-for-sale-in-phnom-penh-adid-8705863.html,DABEST CONDOS CAMBODIA: ខុនដូលក់ក្នុងក្រុងភ្នំពេញ-សង្កាត់៧មករា - Condo  for Sale in Phnom Penh,"$230,000","•​ លេខកូដ PPA111

តម្លៃ៖ USD​ 230,000 (ចរចា)

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  លេខទូរស័ព្ទ ០៨៩ ៧៨០​ ៧០០ (wechat, whatsapp, Line) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



ពត៌មានបន្ថែម៖

•​ ២ បន្ទប់គេង

• ២ បន្ទប់ទឹក

• ប្លង់កម្មសិទ្ធិ

• ទំហំបន្ទប់ (១០៥,៦៤ម៉ែត្រការ៉េ)

• ទីតាំងស្ថិតនៅ សង្កាត់៧មករា

...........................................................................



• Property ID: PPA111

• Selling Price: USD 230,000 Neg

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
 (wechat, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:



• 2 bedrooms

• 2 bathrooms

• Freehold title

• Room size ( 105.64sqm)

• Located in 7 makara",Prampir Makara,2.0,2.0,
8706178,Condo for Sale,Phnom Penh,10-Apr-23,165,,,https://www.khmer24.com/en/property/%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%94%E1%9E%93%E1%9E%91%E1%9E%93%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F-%E1%9E%94%E1%9E%84%E1%9E%80%E1%9E%84%E1%9E%80%E1%9E%84%E1%9F%A1urgent-sale-condo-in-phnom-penh-bkk1-adid-8706178.html,ខុនដូលក់បន្ទាន់ក្នុងក្រុងភ្នំពេញ-សង្កាត់ បឹងកេងកង១/Urgent Sale Condo in Phnom Penh- BKK1,"$490,000","•​ លេខកូដ PPA341

•​ តម្លៃ៖ USD​ 490,000 (ចរចា)

•​ អាចចូលនៅបានភ្លាមៗ

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
 

Telegram,phone, wechat, whatsapp, Line ឬអ៉ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



ពត៌មានបន្ថែម៖

•​ 3 បន្ទប់គេង​ និង 4 បន្ទប់ទឹក

• ទំហំបន្ទប់ 165,69​ ម៉ែត្រការ៉េ

• រួមទាំងសម្ភារ: និង​ ចំណតឡាន 01

• ប្លង់រឹង

• អាងហែលទឹក កន្លែងហាត់ប្រាណ ស្ទីម សូណា

• មានផ្សារទំនើបនៅខាងក្នងអាគារ

• ទីតាំងស្ថិតនៅ សង្កាត់បឹងកេងកង១

.....................................................................



• DABEST Property ID: PPA341

• Selling Price: USD 490,000 Neg

• Ready to move in!

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call

 on Telegram,wechat, whatsapp, Line or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



MORE DETAILS:

• 3 Bedrooms 

• 4 Bathrooms

• Fully furnished and include 01 car parking 

• Swimming pool, gym, steam sauna 

• Hard title

• Unit size 165.69 sqm

• Private balcony 

• Have mini mart in the building 

• Located in BKK1",,3.0,4.0,
8706179,Condo for Sale,Phnom Penh,18-Apr-23,103,,,https://www.khmer24.com/en/property/%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%94%E1%9E%93%E1%9E%91%E1%9E%93%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F-%E1%9E%94%E1%9E%84%E1%9E%80%E1%9E%84%E1%9E%80%E1%9E%84%E1%9F%A1urgent-sale-condo-in-phnom-penh-bkk1-adid-8706179.html,ខុនដូលក់បន្ទាន់ក្នុងក្រុងភ្នំពេញ-សង្កាត់ បឹងកេងកង១/Urgent Sale Condo in Phnom Penh- BKK1,"$290,000","•​ លេខកូដ PPA341

•​ តម្លៃ៖ USD​ 290,000 (ចរចា)

•​ អាចចូលនៅបានភ្លាមៗ

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
  Telegram,wechat, whatsapp, Line ឬអ៉ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



ពត៌មានបន្ថែម៖

•​ 2 បន្ទប់គេង​ និង 3 បន្ទប់ទឹក

• ទំហំបន្ទប់ 103​ ម៉ែត្រការ៉េ

• រួមទាំងសម្ភារ: និង​ ចំណតឡាន 01

• ប្លង់រឹង

• អាងហែលទឹក កន្លែងហាត់ប្រាណ ស្ទីម សូណា

• មានផ្សារទំនើបនៅខាងក្នងអាគារ

• ទីតាំងស្ថិតនៅ សង្កាត់បឹងកេងកង១

.....................................................................



• DABEST Property ID: PPA341

• Selling Price: USD 290,000 Neg

• Ready to move in!

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call

 on Telegram,wechat, whatsapp, Line or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



MORE DETAILS:

• 2 Bedrooms 

• 3 Bathrooms

• Fully furnished and include 01 car parking 

• Swimming pool, gym, steam sauna 

• Hard title

• Unit size 103 sqm

• Private balcony 

• Have mini mart in the building 

• Located in BKK1",,2.0,3.0,
8706185,Condo for Sale,Phnom Penh,07-Jul-23,107,,,https://www.khmer24.com/en/property/%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%96%E1%9E%9A%E1%9E%94%E1%9E%93%E1%9E%91%E1%9E%94%E1%9E%82%E1%9E%84%E1%9E%9F%E1%9E%98%E1%9E%9A%E1%9E%94%E1%9E%9B%E1%9E%80%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%8A%E1%9E%93%E1%9E%96%E1%9E%892bedroom-condo-for-sale-in-phnom-penh-daun-penh-adid-8706185.html,ខុនដូពីរបន្ទប់គេងសម្រាប់លក់ក្នុងក្រុងភ្នំពេញ-ដូនពេញ/2​​Bedroom Condo for Sale In Phnom Penh-Daun Penh,"$323,000","•​ លេខកូដ PPA17

តម្លៃ៖ USD​ 323,000 ​​ (ចរចា)

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  លេខទូរស័ព្ទ 089 ​​780​ 700/098 780 ​700​ (phone,telegram,, whatsapp, Line) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



ពត៌មានបន្ថែម៖

• រូបភាពគឺគ្រាន់តែជាប្លង់គំរូ  រូបភាពពិតគឺត្រូវផ្អែកលើការទៅមើលបន្ទប់ផ្ទាល់

•​ 2 បន្ទប់គេង

• 2 បន្ទប់ទឹក

• មិនរួមទាំងសម្ភារ:

• ប្លង់កម្មសិទ្ធិ

• ជាន់ទី 11

• ទំហំបន្ទប់ 107 ម៉ែត្រការ៉េ

• អាងហែលទឹក កន្លែងហាត់ប្រាណ ស្ទីម សូណា

• ទីតាំងស្ថិតនៅ ខ័ណ្ឌដូនពេញ-បឹងរាំង

.......................................................



• DABEST Property ID: PPA17

• Selling Price: USD 323,000 

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
 (phone,telegram, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:

• Photos and illustrations are for marketing purposes only and all illustrations could vary from real layout based on availability, floor size, view and interior.

• 2 bedrooms 

• 2 bathrooms

• Freehold title

• Unit on 11th floor 

• Semi-furnished 

• Room size 107sqm

• Swimming pool, gym ,steam sauna 

• Located in Daun Penh-Boeng Reang",Daun Penh,2.0,2.0,11.0
8706187,Condo for Sale,Phnom Penh,19-Apr-23,105,,,https://www.khmer24.com/en/property/%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F%E1%9E%91%E1%9E%9B%E1%9E%82%E1%9E%80-usd-3500003-bedroom-condo-for-sale-in-phnom-penh-toul-kork-adid-8706187.html,"ខុនដូលក់ក្នុងក្រុងភ្នំពេញ-សង្កាត់ទួលគោក-USD 350,000/3 Bedroom Condo for Sale in Phnom Penh-Toul Kork","$350,000","ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  

លេខទូរស័ព្ទ 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/ 
098780xxx 
ចុចដើម្បីតេ/Click To Call
 (telegram,wechat, whatsapp, Line) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

•​ លេខកូដ PPA260

•​ អាចចូលនៅបានភ្លាមៗ

•​ តម្លៃចាប់ពី៖ USD​ 350,000



ពត៌មានបន្ថែម៖

•​ ៣ បន្ទប់គេង 

•​ ២​ បន្ទប់ទឹក

• ប្លង់រឹង

• ទំហំបន្ទប់ (១០៥​ ម៉ែត្រការ៉េ)

• ទីតាំងស្ថិតនៅ សង្កាត់ទួលគោក

...................................................................................................................................................................

• Contact Ms. Silen Bora and Ms. Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/ 
098780xxx 
ចុចដើម្បីតេ/Click To Call
 (telegram,wechat, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:

Ready to move in!

• DABEST Property ID: PPA260

• 3 Bedrooms with air-conditioner 

•​ 2​ Bathrooms with hot shower 

• ​​ Freehold title

• Unit size 105 sqm

• Located in Toul Kork easy access to Aeon Mall 2 and airport",Toul Kork,3.0,,
8706189,Condo for Sale,Phnom Penh,08-Jul-23,116,,,https://www.khmer24.com/en/property/2bedroom-condo-for-sale-in-phnom-penh-daun-penh-adid-8706189.html,2​​Bedroom Condo for Sale In Phnom Penh-Daun Penh,"$330,500","• DABEST Property ID: PPA17

• Selling Price: USD 330,500

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
/
098780xxx 
ចុចដើម្បីតេ/Click To Call
 (phone,telegram, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:

• Photos and illustrations are for marketing purposes only and all illustrations could vary from real layout based on availability, floor size, view and interior.

• 2 bedrooms 

• 2 bathrooms

• Freehold title

• Unit on 13th floor 

• Semi-furnished 

• Room size 116 sqm

• Swimming pool, gym ,steam sauna 

• Located in Daun Penh-Boeng Reang",Daun Penh,2.0,2.0,13.0
8706231,Condo for Sale,Phnom Penh,07-Jul-23,58,,,https://www.khmer24.com/en/property/dabest-properties-condo-for-sale-in-phnom-penh-bkk3%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F%E1%9E%94%E1%9E%84%E1%9E%80%E1%9E%84%E1%9E%80%E1%9E%84%E1%9F%A3-adid-8706231.html,DABEST PROPERTIES: Condo  for Sale in Phnom Penh- BKK3/ខុនដូលក់ក្នុងក្រុងភ្នំពេញ-សង្កាត់បឹងកេងកង៣,"$88,000","•​ លេខកូដ PPA52

តម្លៃ៖ USD​ 88,000(ចរចា)

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  លេខទូរស័ព្ទ ០៨៩ ៧៨០​ ៧០០ (telegram,wechat, whatsapp, Line) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



ពត៌មានបន្ថែម៖

•​ ១ បន្ទប់គេង

• ១ បន្ទប់ទឹក

• ប្លង់កម្មសិទ្ធិ

• ទំហំបន្ទប់ (៥៨ ម៉ែត្រការ៉េ)

• ទីតាំងស្ថិតនៅ សង្កាត់បឹងកេងកង៣

...........................................................................



• Property ID: PPA52

• Selling Price: USD 88,000 Neg

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
 (telegram,wechat, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:



• 1 bedroom 

• 1 bathroom

• Freehold title

• Room size ( 58 sqm)

• Located in BKK3",,1.0,1.0,
8706246,Condo for Sale,Phnom Penh,08-Jul-23,87,,,https://www.khmer24.com/en/property/%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80-%E1%9E%94%E1%9E%93%E1%9E%91%E1%9E%93-%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F-%E1%9E%91%E1%9E%93%E1%9E%9B%E1%9E%94%E1%9E%9F%E1%9E%80urgent-sale-condo-in-phnom-penh-tonle-bassac-adid-8706246.html,ខុនដូលក់ បន្ទាន់ ក្នុងក្រុងភ្នំពេញ- សង្កាត់ ទន្លេបាសាក់/Urgent Sale Condo in Phnom Penh- Tonle Bassac,"$250,000","•​ លេខកូដ PPA212

•​ តម្លៃ៖ USD​ 250,000(ចរចា)

•​ អាចចូលនៅ បានភ្លាមៗ

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  លេខទូរស័ព្ទ 089​ 780 700  (Telegram,wechat, whatsapp, Line) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



ពត៌មានបន្ថែម៖

•​ ២ បន្ទប់គេង​ និង ២​ បន្ទប់ទឹក

• ប្លង់កម្មសិទ្ធិ

• ទំហំបន្ទប់ (៨៧ម៉ែត្រការ៉េ)

• ទេសភាពមើលទៅមាត់ទន្លេ

• ទីតាំងស្ថិតនៅ សង្កាត់ទន្លេបាសាក់ ក្បែរផ្សារទំនើបអ៉ីអន១



• Property ID: PPA212

• Selling Price: USD 250,000 Neg

• Ready to move in!

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
 (Telegram,wechat, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:



• 2 Bedrooms and 2 Bathrooms

• Freehold title

• Room size ( 87 sqm)

• View to tonle sap

• Located in Tonle Bassac near Aeon mall 1",Sen Sok,2.0,2.0,
8706267,Condo for Sale,Phnom Penh,08-Jul-23,54,,,https://www.khmer24.com/en/property/dabest-properties-condo-for-sale-in-phnom-penh-bkk1%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%9F%E1%9E%84%E1%9E%80%E1%9E%8F%E1%9E%94%E1%9E%84%E1%9E%80%E1%9E%84%E1%9E%80%E1%9E%84%E1%9E%98%E1%9E%99-adid-8706267.html,DABEST PROPERTIES: Condo  for Sale in Phnom Penh- BKK1/ខុនដូលក់ក្នុងក្រុងភ្នំពេញ-សង្កាត់បឹងកេងកងមួយ,"$146,932","**** English Text Below ****

•​ លេខកូដ PPA14

តម្លៃ៖ USD​ $146,932 (ចរចា)

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  លេខទូរស័ព្ទ ០៨៩ ៧៨០​ ៧០០ (wechat, whatsapp, Line) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



ពត៌មានបន្ថែម៖

•​ បន្ទប់គេង

• បន្ទប់ទឹក

• ប្លង់កម្មសិទ្ធិ

• ទំហំបន្ទប់ (៥៣,៥៧ម៉ែត្រការ៉េ)

• ទីតាំងស្ថិតនៅ សង្កាត់បឹងកេងកងមួយ

...........................................................................



• Property ID: PPA14

• Selling Price: USD $146,932 Neg

• Contact Ms.Silen Bora and Ms.Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
 (wechat, whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:



• Bedroom

• Bathrooms

• Freehold title

• Room size ( 53.57sqm)

• Located in BKK1",,,,
8706284,Condo for Sale,Phnom Penh,20-Apr-23,104,,,https://www.khmer24.com/en/property/%E1%9E%81%E1%9E%93%E1%9E%8A%E1%9E%9B%E1%9E%80%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%84%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%87%E1%9E%9A%E1%9E%99%E1%9E%85%E1%9E%84%E1%9E%9C2-br-condo-for-sale-in-phnom-penh-chrouy-changvar-adid-8706284.html,ខុនដូលក់ក្នុងក្រុងភ្នំពេញ-ជ្រោយចង្វា/2 BR Condo for Sale in Phnom Penh-Chrouy Changvar,"$250,000","•​ លេខកូដ PPA226

•​​​ តម្លៃ USD 250,000 ចរចារ

ទំនាក់ទំនង Ms.Silen Bora and Ms.Senghon Chhoum  

លេខទូរស័ព្ទ 
089780xxx 
ចុចដើម្បីតេ/Click To Call
 /
098780xxx 
ចុចដើម្បីតេ/Click To Call
  (telegram,phone, whatsapp, Line) ឬអ៊ីម៉ែលទៅកាន់ 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email



អាចចូលនៅបានភ្លាមៗ

ជាន់ទី២១

ពត៌មានបន្ថែម៖

•​ ២ បន្ទប់គេង 

•​ ២​ បន្ទប់ទឹក

• ប្លង់រឹង

• ទំហំបន្ទប់ (១០៤ ម៉ែត្រការ៉េ)

• ទីតាំងស្ថិតនៅ សង្កាត់ជ្រោយចង្វា

......................................................................

•​​ DABEST property ID: USD 250,000 Neg.

•​​ Price USD 250,000

• Contact Ms. Silen Bora and Ms. Senghon Chhoum 
089780xxx 
ចុចដើម្បីតេ/Click To Call
 /
098780xxx 
ចុចដើម្បីតេ/Click To Call
 (Phone, Telegram, Whatsapp, Line) or mailto: 
inq****@dabest-properties.com 
ចុចដើម្បីផ្ញើអ៊ីម៉ែល/Click To Send Email

MORE DETAILS:

• 21st Floor 

• 2 Bedrooms with air-conditioner 

• 2 Bathrooms with hot shower 

•  Hard title

• Unit size: 104 m2

• Swimming pool, gym, parking, 

• Fully furnished and ready to move in

• Located in Chrouy Changvar",,2.0,2.0,21.0
